Bot1,total_wins,total_time,win_percentage,average_time,evalmetric
ABE_3,243,12.623138546256513,67.5,1.0519282121880427,64.16787687402922
ABE_4,257,48.5794549991971,71.38888888888889,4.048287916599758,17.634340827430552
ABE_5,269,167.3047177218879,74.72222222222223,13.942059810157325,5.359482260130904
AB_3,11,0.6568459245294009,3.0555555555555554,0.05473716037745008,55.822324988826864
AB_4,18,1.508007629672512,5.0,0.12566730247270932,39.787597104551764
AB_5,27,8.851516013485458,7.5,0.7376263344571216,10.167749780137463
MC_1000,205,67.25291268158668,56.94444444444444,5.604409390132223,10.160650388015457
MC_10000,290,796.0472421256493,80.55555555555556,66.33727017713744,1.2143332901768744
MC_5000,267,398.28155117482083,74.16666666666667,33.190129264568405,2.234600114855296
